Recording date:	2026/06/30
Recording time:	09:02:29
Recording resolution:	1920 x 1080
PsychoPy units:	pix
Session Start
TimeStamp	GazePointXLeft	GazePointYLeft	ValidityLeft	GazePointXRight	GazePointYRight	ValidityRight	GazePointX	GazePointY	PupilSizeLeft	PupilValidityLeft	PupilSizeRight	PupilValidityRight	PupilSize
-739.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-735.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-731.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-727.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-723.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-719.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-715.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-711.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-707.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-703.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-699.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-695.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-691.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-687.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-683.1	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-679.1	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-675.1	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-671.1	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-667.1	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-663.1	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-659.1	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-655.1	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-651.1	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-647.1	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-643.1	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-639.1	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-635.1	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-631.1	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-627.1	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-623.1	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-619.1	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-615.1	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-611.1	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-607.1	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-603.1	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-599.1	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-595.1	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-591.1	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-587.1	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-583.1	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-579.1	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-575.1	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-571.1	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-567.1	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-563.1	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-559.1	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-555.1	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-551.1	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-547.1	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-543.1	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-539.1	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-535.1	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-531.1	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-527.1	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-523.1	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-519.1	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-515.1	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-511.1	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-507.1	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-503.1	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-499.1	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-495.1	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-491.1	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-487.1	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-483.1	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-479.1	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-475.1	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-471.1	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-467.1	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-463.1	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-459.1	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-455.1	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-451.1	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-447.1	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-443.1	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-439.1	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-435.1	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-431.1	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-427.1	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-423.1	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-419.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-415.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-411.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-407.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-403.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-399.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-395.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-391.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-387.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-383.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-379.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-375.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-371.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-367.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-363.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
