Recording date:	2026/06/26
Recording time:	08:38:43
Recording resolution:	1920 x 1080
PsychoPy units:	pix
Session Start
TimeStamp	GazePointXLeft	GazePointYLeft	ValidityLeft	GazePointXRight	GazePointYRight	ValidityRight	GazePointX	GazePointY	PupilSizeLeft	PupilValidityLeft	PupilSizeRight	PupilValidityRight	PupilSize
-739.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-735.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-731.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-727.2	nan	nan	0	-668.0	-558.0	1	-668.0	-558.0	nan	0	3.0344	1	3.0344
-723.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-719.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-715.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-711.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-707.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-703.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-699.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-695.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-691.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-687.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-683.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-679.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-675.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-671.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-667.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-663.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-659.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-655.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-651.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-647.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-643.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-639.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-635.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-631.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-627.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-623.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-619.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-615.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-611.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-607.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-603.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-599.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-595.2	nan	nan	0	-639.0	-544.0	1	-639.0	-544.0	nan	0	2.8639	1	2.8639
-591.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-587.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-583.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-579.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-575.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-571.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-567.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-563.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-559.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-555.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-551.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-547.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-543.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-539.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-535.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-531.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-527.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-523.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-519.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-515.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-511.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-507.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-503.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-499.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-495.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-491.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-487.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-483.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-479.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-475.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-471.2	nan	nan	0	-649.0	-704.0	1	-649.0	-704.0	nan	0	3.0846	1	3.0846
-467.2	nan	nan	0	-723.0	-577.0	1	-723.0	-577.0	nan	0	2.7994	1	2.7994
-463.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-459.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-455.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-451.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-447.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-443.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-439.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-435.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-431.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-427.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-423.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-419.2	nan	nan	0	-704.0	-549.0	1	-704.0	-549.0	nan	0	2.7523	1	2.7523
-415.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-411.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-407.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-403.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-399.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-395.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-391.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-387.4	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-383.4	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-379.4	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-375.4	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-371.4	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-367.4	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
