Recording date:	2026/07/08
Recording time:	11:05:18
Recording resolution:	1920 x 1080
PsychoPy units:	pix
Session Start
TimeStamp	GazePointXLeft	GazePointYLeft	ValidityLeft	GazePointXRight	GazePointYRight	ValidityRight	GazePointX	GazePointY	PupilSizeLeft	PupilValidityLeft	PupilSizeRight	PupilValidityRight	PupilSize
-754.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-750.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-746.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-742.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-738.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-734.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-730.6	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-726.6	-655.0	-502.0	1	nan	nan	0	-655.0	-502.0	2.8764	1	nan	0	2.8764
-722.6	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-718.6	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-714.6	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-710.6	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-706.6	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-702.5	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-698.5	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-694.5	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-690.5	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-686.5	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-682.5	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-678.5	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-674.5	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-670.5	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-666.5	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-662.5	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-658.5	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-654.5	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-650.5	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-646.5	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-642.5	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-638.5	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-634.5	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-630.5	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-626.5	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-622.5	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-618.5	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-614.5	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-610.5	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-606.5	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-602.5	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-598.5	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-594.5	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-590.5	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-586.5	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-582.5	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-578.5	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-574.5	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-570.5	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-566.5	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-562.5	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-558.5	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-554.5	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
