Recording date:	2026/06/28
Recording time:	08:08:31
Recording resolution:	1920 x 1080
PsychoPy units:	pix
Session Start
TimeStamp	GazePointXLeft	GazePointYLeft	ValidityLeft	GazePointXRight	GazePointYRight	ValidityRight	GazePointX	GazePointY	PupilSizeLeft	PupilValidityLeft	PupilSizeRight	PupilValidityRight	PupilSize
-739.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-735.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-731.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-727.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-723.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-719.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-715.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-711.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-707.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-703.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-699.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-695.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-691.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-687.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-683.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-679.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-675.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-671.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-667.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-663.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-659.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-655.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-651.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-647.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-643.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-639.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-635.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-631.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-627.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-623.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-619.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-615.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-611.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-607.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-603.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-599.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-595.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-591.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-587.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-583.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-579.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-575.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-571.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-567.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-563.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-559.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-555.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-551.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-547.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-543.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-539.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-535.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-531.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-527.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-523.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-519.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-515.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-511.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-507.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-503.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-499.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-495.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-491.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-487.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-483.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-479.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-475.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-471.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-467.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-463.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-459.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-455.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-451.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-447.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-443.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-439.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-435.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-431.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-427.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-423.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-419.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-415.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-411.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-407.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-403.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-399.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-395.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-391.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-387.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-383.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-379.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-375.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-371.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-367.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-363.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-359.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-355.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-351.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-347.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-343.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-339.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-335.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-331.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-327.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-323.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-319.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-315.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-311.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-307.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-303.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-299.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-295.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-291.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-287.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-283.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-279.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-275.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-271.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-267.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-263.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-259.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-255.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-251.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-247.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-243.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-239.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-235.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-231.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-227.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-223.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-219.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-215.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-211.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-207.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-203.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-199.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-195.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-191.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-187.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-183.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-179.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-175.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-171.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-167.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-163.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-159.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-155.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-151.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-147.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-143.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-139.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-135.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-131.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-127.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-123.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-119.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-115.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-111.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-107.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-103.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-99.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-95.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-91.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-87.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-83.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-79.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-75.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-71.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-67.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-63.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-59.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-55.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-51.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-47.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-43.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-39.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-35.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-31.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-27.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-23.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-19.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-15.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-11.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-7.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-3.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
0.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
4.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
8.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
12.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
16.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
20.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
24.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
28.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
32.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
36.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
40.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
44.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
48.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
52.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
56.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
60.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
64.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
68.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
72.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
76.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
80.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
84.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
88.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
92.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
96.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
100.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
104.2	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
108.1	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
112.1	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
